id,OR_589nm
417,4.599890000000005
418,6.565533333333335
419,-2.458800000000006
420,3.778400000000005
421,-1.8332000000000004
422,-0.3572999999999998
423,-0.9292666666666586
424,-6.538833333333339
425,-0.17539666666667042
426,0.27799999999999986
427,-0.3952333333333324
428,0.03633333333332681
429,3.642066666666665
430,-5.741466666666668
431,1.6360666666666646
432,-2.112099999999998
434,-0.47986666666667094
435,4.421946666666668
436,3.9359666666666633
437,-3.584633333333329
438,-2.8196333333333286
439,1.4341000000000024
440,-1.8863999999999947
441,-8.324666666666653
442,-5.706800000000015
443,-1.918866666666671
444,2.4107000000000007
445,-6.472433333333332
446,4.553899999999994
447,1.0256666666666707
448,5.996000000000019
449,5.989999999999999
450,2.4174133333333336
451,2.658066666666668
452,2.4590999999999994
453,3.6034666666666646
454,2.2903500000000014
455,-2.1413200000000003
456,5.006666666666661
457,-3.1646333333333323
458,-4.91573333333334
459,-4.9844000000000035
460,-2.346833333333334
461,2.979533333333336
462,-2.3113333333333324
463,5.976933333333335
464,4.794833333333344
465,-5.481099999999998
466,3.4297333333333406
467,1.731713333333327
468,-6.017899999999979
469,5.356066666666663
470,-2.3296333333333314
472,-0.06159000000000011
473,-1.3489700000000002
474,0.7666333333333313
475,-2.2225666666666704
476,0.6984666666666683
477,1.6908999999999945
478,-0.4376000000000033
479,1.115999999999995
480,-4.935333333333335
481,-6.2234333333333325
482,-7.205333333333336
483,0.21113333333333392
484,-4.6879666666666635
485,-6.39373333333333
486,-5.599133333333337
487,2.330728999999996
488,-1.913433333333339
489,4.738166666666665
492,-1.4955666666666645
493,4.385433333333329
494,-1.324463333333334
496,3.477366666666665
497,-0.0021451333333333267
498,-1.9925533333333334
499,3.908523333333335
500,-1.9182999999999997
501,-1.5693666666666672
503,2.147726666666666
504,-1.845666666666667
505,-1.0220333333333353
506,-7.363233333333331
507,-4.386343333333338
508,4.240466666666673
509,-4.532066666666668
513,-0.4584000000000004
515,-4.5541666666666645
516,-0.6703866666666727
517,-1.6712666666666678
518,2.829953333333332
519,-0.9519999999999982
520,2.006466666666673
521,0.6315433333333337
522,1.6080999999999979
523,-2.5695666666666646
524,599.841
525,-0.7306666666666644
526,-0.3213533333333333
528,-9.797966666666666
529,10.123066666666668
530,1.4315666666666782
531,2.2846666666666615
532,-2.36493333333334
533,-4.956133333333341
534,1.3877333333333393
535,-3.763800000000001
536,0.1827333333333172
537,5.222476666666665
538,3.5469666666666626
539,0.4782333333333308
540,2.7496999999999994
541,1.1352333333333224
542,4.056166666666684
543,2.299133333333335
544,-1.9856000000000005
545,-1.7717666666666787
546,-0.8149999999999977
547,-2.4707333333333352
548,2.9338333333333346
549,-4.270900000000002
550,1.2516666666666652
551,-5.367856666666664
552,1.5456333333333323
553,-1.91179999999999
554,-1.8505033333333358
555,-5.674233333333329
556,4.045766666666665
557,-3.51336666666667
558,1.0813333333333237
559,-0.17100000000001123
560,5.578333333333338
561,2.0759999999999983
562,-3.494010000000003
563,1.4223000000000023
564,2.337433333333332
565,2.9541000000000017
566,-2.2951666666666646
567,4.281833333333334
568,2.601066666666668
569,2.87866666666667
570,0.6693966666666681
571,-2.9248999999999996
572,-4.0984333333333325
573,-4.6434666666666615
574,3.2718333333333383
575,5.168786666666668
576,3.819233333333333
577,2.374200000000002
578,-1.3064999999999998
579,1.3154066666666668
580,1.719630000000001
581,0.9653999999999977
582,0.6214133333333317
583,-2.960666666666668
584,-2.3121566666666666
585,-3.0876333333333386
586,-1.2979333333333376
587,-3.235833333333337
588,-0.9984333333333334
589,1.053733333333336
590,-0.9202666666666725
591,-0.9255599999999996
592,3.249166666666658
593,-3.2963333333333367
594,-1.024533333333333
595,-1.6076666666666644
596,-4.374433333333329
597,1.3711333333333282
598,0.5661333333333308
599,-1.5063666666666649
600,1.8531000000000024
601,-0.9045666666666534
602,-1.1904000000000015
603,-3.366233333333336
604,2.8881333333333337
605,1.4261666666666646
606,-3.833433333333337
608,-1.5559000000000012
609,4.621566666666671
610,3.7165333333333357
611,-1.3810333333333336
612,-0.3079666666666678
613,-0.7087999999999871
614,-2.121533333333332
615,0.21389999999999829
616,6.199566666666658
617,-0.9976666666666839
618,-0.7785200000000003
619,8.149633333333336
620,-4.922833333333339
621,-1.6672333333333345
622,10.154056666666667
623,0.7912333333333285
624,2.309833333333335
625,-7.390999999999996
626,8.044900000000004
627,1.2498399999999872
628,-1.2022666666666926
629,-3.173333333333346
630,-0.5824333333333319
